QUADRANT,FULLADDRESS,ZIPCODE,BEDRM,BATHRM,KITCHENS,PRICE
NW,801 JEFFERSON STREET NW,20011.0,4,3,2.0,725000.0
NW,820 DELAFIELD PLACE NW,20011.0,3,3,1.0,742500.0
NW,806 DELAFIELD PLACE NW,20011.0,4,1,1.0,817000.0
NW,1210 TEWKESBURY PLACE NW,20012.0,3,2,1.0,600000.0
NW,1255 VAN BUREN STREET NW,20012.0,4,3,1.0,719000.0
NW,1349 FLORIDA AVENUE NW,20009.0,3,2,1.0,899950.0
NW,1307 FLORIDA AVENUE NW,20009.0,3,3,2.0,919000.0
NW,738 LAMONT STREET NW,20010.0,2,1,1.0,623000.0
NW,809 QUACKENBOS STREET NW,20011.0,3,2,1.0,470000.0
NW,773 KENYON STREET NW,20010.0,2,2,1.0,675000.0
NW,3910 KANSAS AVENUE NW,20011.0,4,2,1.0,700000.0
NW,811 FARRAGUT STREET NW,20011.0,3,1,1.0,525000.0
NW,818 GALLATIN STREET NW,20011.0,3,3,1.0,699900.0
NW,818 TEWKESBURY PLACE NW,20012.0,4,2,1.0,497250.0
NW,815 SHERIDAN STREET NW,20011.0,3,2,1.0,500000.0
NW,4902 9TH STREET NW,20011.0,5,2,1.0,530000.0
NW,921 EMERSON STREET NW,20011.0,4,2,1.0,765000.0
NW,6626 PINEY BRANCH ROAD NW,20012.0,5,4,1.0,692500.0
NW,6930 9TH STREET NW,20012.0,4,1,1.0,570000.0
NW,5414 9TH STREET NW,20011.0,3,1,1.0,420000.0
NW,5406 9TH STREET NW,20011.0,3,2,1.0,570000.0
NW,1220 MISSOURI AVENUE NW,20011.0,4,4,4.0,531990.0
NW,1223 ROCK CREEK FORD ROAD NW,20011.0,3,2,1.0,430000.0
NW,5401 ILLINOIS AVENUE NW,20011.0,4,1,1.0,565000.0
NW,918 KENNEDY STREET NW,20011.0,4,2,2.0,740000.0
NW,919 DECATUR STREET NW,20011.0,4,3,1.0,700000.0
NW,922 DELAFIELD PLACE NW,20011.0,3,1,1.0,521000.0
NW,912 DELAFIELD PLACE NW,20011.0,3,1,1.0,640000.0
NW,6622 13TH PLACE NW,20012.0,3,3,1.0,645000.0
NW,823 LONGFELLOW STREET NW,20011.0,3,1,1.0,192390.0
NW,3215 SHERMAN AVENUE NW,20010.0,2,1,1.0,600000.0
NW,753 KENYON STREET NW,20010.0,3,1,1.0,512000.0
NW,921 FARRAGUT STREET NW,20011.0,3,1,1.0,740000.0
NW,909 DELAFIELD PLACE NW,20011.0,4,3,1.0,685000.0
NW,823 SHERIDAN STREET NW,20011.0,3,2,1.0,440000.0
NW,6307 9TH STREET NW,20011.0,3,1,1.0,540000.0
NW,823 SOMERSET PLACE NW,20011.0,3,1,1.0,338000.0
NW,5621 9TH STREET NW,20011.0,4,2,2.0,485000.0
NW,832 MADISON STREET NW,20011.0,3,1,1.0,439100.0
NW,3211 SHERMAN AVENUE NW,20010.0,3,3,1.0,740000.0
NW,1221 SHEPHERD STREET NW,20011.0,3,1,1.0,580000.0
NW,4011 13TH STREET NW,20011.0,4,3,1.0,860000.0
NW,4017 13TH STREET NW,20011.0,3,1,1.0,555000.0
NW,927 FARRAGUT STREET NW,20011.0,3,3,1.0,685000.0
NW,6926 9TH STREET NW,20012.0,4,2,1.0,762000.0
NW,1124 GERANIUM STREET NW,20012.0,3,2,1.0,457219.0
NW,7537 12TH STREET NW,20012.0,3,2,1.0,635000.0
NW,807 EMERSON STREET NW,20011.0,4,1,1.0,515000.0
NW,863 VAN BUREN STREET NW,20012.0,3,2,1.0,663000.0
NW,2912 13TH STREET NW,20009.0,7,3,2.0,1150000.0
NW,5400 ILLINOIS AVENUE NW,20011.0,4,2,1.0,600000.0
NW,5408 ILLINOIS AVENUE NW,20011.0,3,1,1.0,395000.0
NW,5318 ILLINOIS AVENUE NW,20011.0,4,3,1.0,690000.0
NW,6617 13TH PLACE NW,20012.0,4,3,1.0,525000.0
NW,612 KEEFER PLACE NW,20010.0,4,2,2.0,669000.0
NW,3408 WARDER STREET NW,20010.0,7,2,1.0,538500.0
NW,208 ELM STREET NW,20001.0,5,4,1.0,1510000.0
NW,2026 4TH STREET NW,20001.0,3,1,1.0,690000.0
NW,425 ELM STREET NW,20001.0,2,1,1.0,512000.0
NW,419 U STREET NW,20001.0,3,2,1.0,1075000.0
NW,409 U STREET NW,20001.0,3,2,1.0,1290000.0
NW,1883 3RD STREET NW,20001.0,4,1,1.0,1855000.0
NW,1910 5TH STREET NW,20001.0,4,3,1.0,1295000.0
NW,4224 8TH STREET NW,20011.0,4,2,1.0,610000.0
NW,611 HARVARD STREET NW,20001.0,3,3,2.0,750000.0
NW,811 WEBSTER STREET NW,20011.0,4,3,2.0,810000.0
NW,4409 9TH STREET NW,20011.0,3,1,1.0,399999.0
NW,3602 PARK PLACE NW,20010.0,3,1,2.0,480000.0
NW,419 NEWTON PLACE NW,20010.0,5,4,2.0,1300000.0
NW,5316 9TH STREET NW,20011.0,4,3,1.0,850000.0
NW,815 INGRAHAM STREET NW,20011.0,4,3,1.0,775000.0
NW,825 INGRAHAM STREET NW,20011.0,3,1,1.0,765000.0
NW,4704 9TH STREET NW,20011.0,3,1,1.0,839900.0
NW,838 VARNUM STREET NW,20011.0,3,1,1.0,1300000.0
NW,612 NEWTON PLACE NW,20010.0,8,4,4.0,1219000.0
NW,598 PARK ROAD NW,20010.0,4,2,2.0,585000.0
NW,231 FLORIDA AVENUE NW,20001.0,4,4,3.0,1200000.0
NW,237 FLORIDA AVENUE NW,20001.0,5,4,2.0,1340000.0
NW,520 T STREET NW,20001.0,4,3,2.0,905000.0
NW,839 RITTENHOUSE STREET NW,20011.0,6,4,1.0,867000.0
NW,616 ROCK CREEK CHURCH ROAD NW,20010.0,5,2,2.0,670000.0
NW,3221 6TH STREET NW,20010.0,2,2,1.0,529000.0
NW,737 PRINCETON PLACE NW,20010.0,3,1,1.0,615000.0
NW,747 PRINCETON PLACE NW,20010.0,3,3,1.0,795000.0
NW,6208 8TH STREET NW,20011.0,3,2,1.0,483000.0
NW,7811 13TH STREET NW,20012.0,4,2,1.0,703500.0
NW,3232 WARDER STREET NW,20010.0,3,2,1.0,615000.0
NW,519 KENYON STREET NW,20010.0,4,3,1.0,756000.0
NW,3318 WARDER STREET NW,20010.0,4,3,1.0,870000.0
NW,523 LAMONT STREET NW,20010.0,2,2,1.0,475000.0
NW,5314 8TH STREET NW,20011.0,4,3,2.0,675000.0
NW,3912 8TH STREET NW,20011.0,3,3,1.0,570000.0
NW,2012 2ND STREET NW,20001.0,3,2,1.0,720000.0
NW,233 ELM STREET NW,20001.0,3,2,1.0,650000.0
NW,2837 GEORGIA AVENUE NW,20001.0,4,2,1.0,820000.0
NW,617 GRESHAM PLACE NW,20001.0,2,1,1.0,424449.0
NW,621 GRESHAM PLACE NW,20001.0,3,1,1.0,375000.0
NW,623 GRESHAM PLACE NW,20001.0,3,2,1.0,550000.0
NW,1808 4TH STREET NW,20001.0,3,3,2.0,799000.0
NW,409 FLORIDA AVENUE NW,20001.0,3,1,1.0,460000.0
NW,5304 8TH STREET NW,20011.0,3,1,1.0,470000.0
NW,801 CRITTENDEN STREET NW,20011.0,3,1,1.0,649000.0
NW,643 LAMONT STREET NW,20010.0,3,2,1.0,570869.0
NW,526 COLUMBIA ROAD NW,20001.0,4,3,1.0,596500.0
NW,1831 5TH STREET NW,20001.0,4,4,1.0,1580000.0
NW,1207 KENNEDY STREET NW,20011.0,4,1,1.0,575000.0
NW,595 COLUMBIA ROAD NW,20001.0,4,2,1.0,770000.0
NW,649 COLUMBIA ROAD NW,20001.0,5,3,2.0,960000.0
NW,742 PRINCETON PLACE NW,20010.0,3,1,1.0,520000.0
NW,762 B PRINCETON PLACE NW,20010.0,3,2,1.0,680000.0
NW,5505 13TH STREET NW,20011.0,5,3,1.0,715000.0
NW,7529 9TH STREET NW,20012.0,3,1,1.0,485000.0
NW,7627 9TH STREET NW,20012.0,4,3,1.0,550000.0
NW,7562 8TH STREET NW,20012.0,3,1,1.0,406000.0
NW,7546 8TH STREET NW,20012.0,3,1,1.0,330000.0
NW,61 QUINCY PLACE NW,20001.0,4,3,2.0,899900.0
NW,3306 PARK PLACE NW,20010.0,3,1,2.0,540000.0
NW,3304 PARK PLACE NW,20010.0,4,3,1.0,646680.0
NW,5210 ILLINOIS AVENUE NW,20011.0,4,3,1.0,665000.0
NW,930 HAMILTON STREET NW,20011.0,3,2,1.0,524560.0
NW,1940 3RD STREET NW,20001.0,3,3,1.0,915000.0
NW,5319 13TH STREET NW,20011.0,3,2,1.0,245000.0
NW,1213 JEFFERSON STREET NW,20011.0,4,2,1.0,584500.0
NW,2010 5TH STREET NW,20001.0,3,2,1.0,838900.0
NW,525 U STREET NW,20001.0,3,2,1.0,800000.0
NW,1811 4TH STREET NW,20001.0,4,2,1.0,836500.0
NW,4602 8TH STREET NW,20011.0,3,2,1.0,579900.0
NW,813 BUCHANAN STREET NW,20011.0,4,3,2.0,861000.0
NW,632 LAMONT STREET NW,20010.0,3,3,2.0,698000.0
NW,614 LAMONT STREET NW,20010.0,4,1,1.0,650000.0
NW,602 IRVING STREET NW,20010.0,3,3,1.0,647500.0
NW,1216 KENNEDY STREET NW,20011.0,4,3,1.0,660000.0
NW,615 PRINCETON PLACE NW,20010.0,3,3,1.0,875000.0
NW,445 MANOR PLACE NW,20010.0,4,4,4.0,814480.0
NW,3114 PARK PLACE NW,20010.0,3,2,1.0,699000.0
NW,430 KENYON STREET NW,20010.0,3,2,1.0,330000.0
NW,4 R STREET NW,20001.0,3,1,1.0,653000.0
NW,30 R STREET NW,20001.0,6,4,2.0,915000.0
NW,3601 WARDER STREET NW,20010.0,4,3,1.0,910000.0
NW,512 KENYON STREET NW,20010.0,3,1,1.0,635000.0
NW,443 LAMONT STREET NW,20010.0,3,2,1.0,700000.0
NW,448 LAMONT STREET NW,20010.0,2,3,1.0,650000.0
NW,440 LAMONT STREET NW,20010.0,3,3,2.0,685000.0
NW,3013 WARDER STREET NW,20001.0,3,2,1.0,630000.0
NW,440 IRVING STREET NW,20010.0,5,2,1.0,472000.0
NW,73 FLORIDA AVENUE NW,20001.0,4,2,2.0,690000.0
NW,3658 WARDER STREET NW,20010.0,6,3,2.0,799000.0
NW,447 KENYON STREET NW,20010.0,3,3,1.0,740000.0
NW,611 U STREET NW,20001.0,2,3,1.0,855000.0
NW,439 ELM STREET NW,20001.0,2,1,1.0,602000.0
NW,400 U STREET NW,20001.0,5,4,2.0,1425000.0
NW,901 VARNUM STREET NW,20011.0,5,4,2.0,900000.0
NW,905 VARNUM STREET NW,20011.0,4,3,1.0,595000.0
NW,4514 8TH STREET NW,20011.0,3,3,2.0,652500.0
NW,229 RHODE ISLAND AVENUE NW,20001.0,3,3,1.0,815000.0
NW,1850 2ND STREET NW,20001.0,3,2,1.0,828000.0
NW,636 KEEFER PLACE NW,20010.0,3,1,1.0,600000.0
NW,664 COLUMBIA ROAD NW,20001.0,2,3,1.0,725000.0
NW,642 COLUMBIA ROAD NW,20001.0,4,1,1.0,540000.0
NW,445 NEWTON PLACE NW,20010.0,3,1,1.0,674900.0
NW,706 OTIS PLACE NW,20010.0,3,2,1.0,581000.0
NW,3563 6TH STREET NW,20010.0,2,1,1.0,425000.0
NW,638 PRINCETON PLACE NW,20010.0,4,2,1.0,456500.0
NW,3028 PARK PLACE NW,20001.0,3,2,1.0,660000.0
NW,421 COLUMBIA ROAD NW,20001.0,3,1,1.0,615000.0
NW,1906 5TH STREET NW,20001.0,5,3,2.0,1300000.0
NW,441 IRVING STREET NW,20010.0,3,1,1.0,250000.0
NW,3129 WARDER STREET NW,20010.0,4,3,1.0,758000.0
NW,1961 3RD STREET NW,20001.0,4,2,2.0,528450.0
NW,3209 WARDER STREET NW,20010.0,4,3,1.0,836000.0
NW,3220 PARK PLACE NW,20010.0,4,3,1.0,745000.0
NW,3200 PARK PLACE NW,20010.0,4,3,2.0,849000.0
NW,422 LAMONT STREET NW,20010.0,4,3,1.0,750000.0
NW,516 COLUMBIA ROAD NW,20001.0,3,2,1.0,450000.0
NW,12 BRYANT STREET NW,20001.0,3,1,1.0,640000.0
NW,727 GALLATIN STREET NW,20011.0,3,1,1.0,749999.0
NW,5128 7TH STREET NW,20011.0,2,1,1.0,425000.0
NW,5124 7TH STREET NW,20011.0,2,1,1.0,649900.0
NW,61 BRYANT STREET NW,20001.0,3,3,2.0,1500000.0
NW,38 ADAMS STREET NW,20001.0,4,1,1.0,910000.0
NW,55 W STREET NW,20001.0,5,3,2.0,1405000.0
NW,720 VARNUM STREET NW,20011.0,4,2,1.0,610000.0
NW,153 ADAMS STREET NW,20001.0,3,3,2.0,925000.0
NW,41 SHERMAN CIRCLE NW,20011.0,3,1,1.0,620000.0
NW,4616 KANSAS AVENUE NW,20011.0,3,3,1.0,890000.0
NW,4604 KANSAS AVENUE NW,20011.0,5,4,1.0,810000.0
NW,4707 8TH STREET NW,20011.0,4,2,1.0,560000.0
NW,50 U STREET NW,20001.0,4,2,1.0,822222.0
NW,42 U STREET NW,20001.0,5,4,1.0,1420000.0
NW,40 U STREET NW,20001.0,3,3,3.0,630000.0
NW,726 GALLATIN STREET NW,20011.0,4,3,1.0,771000.0
NW,5308 5TH STREET NW,20011.0,2,1,1.0,365000.0
NW,620 JEFFERSON STREET NW,20011.0,3,1,1.0,516000.0
NW,615 TUCKERMAN STREET NW,20011.0,3,1,1.0,505000.0
NW,521 ROXBORO PLACE NW,20011.0,3,1,1.0,437500.0
NW,523 ROXBORO PLACE NW,20011.0,3,1,1.0,424000.0
NW,529 ROXBORO PLACE NW,20011.0,3,3,1.0,625000.0
NW,707 SOMERSET PLACE NW,20011.0,3,3,1.0,134000.0
NW,713 SOMERSET PLACE NW,20011.0,3,1,1.0,387000.0
NW,5411 5TH STREET NW,20011.0,4,3,1.0,700000.0
NW,421 JEFFERSON STREET NW,20011.0,4,3,2.0,545000.0
NW,727 BUTTERNUT STREET NW,20012.0,4,3,1.0,849000.0
NW,608 SHERIDAN STREET NW,20011.0,3,2,1.0,572500.0
NW,516 ASPEN STREET NW,20012.0,3,2,1.0,700000.0
NW,626 POWHATAN PLACE NW,20011.0,3,1,1.0,535000.0
NW,606 TUCKERMAN STREET NW,20011.0,3,1,1.0,415000.0
NW,530 TUCKERMAN STREET NW,20011.0,3,2,1.0,500000.0
NW,608 NICHOLSON STREET NW,20011.0,5,3,1.0,862500.0
NW,5714 6TH STREET NW,20011.0,4,3,1.0,779900.0
NW,511 LONGFELLOW STREET NW,20011.0,3,1,1.0,445000.0
NW,701 QUACKENBOS STREET NW,20011.0,3,2,1.0,515000.0
NW,50 RANDOLPH PLACE NW,20001.0,2,2,1.0,860000.0
NW,521 POWHATAN PLACE NW,20011.0,3,2,1.0,618330.0
NW,611 POWHATAN PLACE NW,20011.0,3,2,1.0,500000.0
NW,514 JEFFERSON STREET NW,20011.0,4,2,1.0,600000.0
NW,512 JEFFERSON STREET NW,20011.0,3,3,2.0,682500.0
NW,616 JEFFERSON STREET NW,20011.0,4,3,1.0,700000.0
NW,613 LONGFELLOW STREET NW,20011.0,4,2,1.0,710000.0
NW,5710 7TH STREET NW,20011.0,3,2,1.0,636000.0
NW,7443 8TH STREET NW,20012.0,3,1,1.0,397500.0
NW,58 RANDOLPH PLACE NW,20001.0,4,3,1.0,935000.0
NW,31 R STREET NW,20001.0,3,4,1.0,1230000.0
NW,6618 7TH PLACE NW,20012.0,3,1,1.0,250000.0
NW,6622 7TH PLACE NW,20012.0,3,2,1.0,729853.0
NW,6319 8TH STREET NW,20011.0,3,3,1.0,385000.0
NW,626 HIGHLAND AVENUE NW,20012.0,3,3,1.0,710000.0
NW,520 SHERIDAN STREET NW,20011.0,3,3,1.0,546000.0
NW,516 SHERIDAN STREET NW,20011.0,3,2,1.0,464000.0
NW,500 UNDERWOOD STREET NW,20012.0,6,3,2.0,806000.0
NW,710 TUCKERMAN STREET NW,20011.0,4,2,1.0,447500.0
NW,625 DAHLIA STREET NW,20012.0,4,3,1.0,725000.0
NW,523 SOMERSET PLACE NW,20011.0,3,2,1.0,600000.0
NW,6200 7TH STREET NW,20011.0,3,2,1.0,525000.0
NW,509 SHERIDAN STREET NW,20011.0,3,3,1.0,375000.0
NW,5819 7TH STREET NW,20011.0,6,3,2.0,735000.0
NW,618 POWHATAN PLACE NW,20011.0,3,2,1.0,475000.0
NW,623 LONGFELLOW STREET NW,20011.0,4,2,1.0,410000.0
NW,730 ROXBORO PLACE NW,20011.0,3,3,1.0,580000.0
NW,724 ROXBORO PLACE NW,20011.0,3,3,1.0,551250.0
NW,700 LONGFELLOW STREET NW,20011.0,5,2,1.0,806000.0
NW,721 KENNEDY STREET NW,20011.0,5,3,3.0,625000.0
NW,5507 8TH STREET NW,20011.0,5,2,1.0,649900.0
NW,5616 7TH STREET NW,20011.0,3,1,1.0,675000.0
NW,5236 5TH STREET NW,20011.0,2,1,1.0,440000.0
NW,5216 5TH STREET NW,20011.0,2,1,1.0,399000.0
NW,717 ONEIDA PLACE NW,20011.0,3,2,2.0,494885.0
NW,7416 BLAIR ROAD NW,20012.0,3,2,1.0,519970.0
NW,520 RITTENHOUSE STREET NW,20011.0,4,3,1.0,707500.0
NW,6620 6TH STREET NW,20012.0,4,3,1.0,830000.0
NW,714 TEWKESBURY PLACE NW,20012.0,3,3,1.0,625000.0
NW,7200 7TH STREET NW,20012.0,3,3,1.0,699900.0
NW,7201 8TH STREET NW,20012.0,3,2,1.0,490000.0
NW,615 KENNEDY STREET NW,20011.0,4,2,1.0,137793.0
NW,5503 7TH STREET NW,20011.0,3,1,1.0,430000.0
NW,529 SHERIDAN STREET NW,20011.0,3,3,1.0,402000.0
NW,613 SHERIDAN STREET NW,20011.0,3,1,1.0,415000.0
NW,6303 7TH STREET NW,20011.0,3,2,1.0,485000.0
NW,604 SOMERSET PLACE NW,20011.0,3,2,1.0,385000.0
NW,532 SOMERSET PLACE NW,20011.0,3,2,1.0,420000.0
NW,6527 6TH STREET NW,20012.0,4,2,1.0,692500.0
NW,6526 5TH STREET NW,20012.0,3,1,1.0,425000.0
NW,524 VAN BUREN STREET NW,20012.0,2,1,1.0,610000.0
NW,6500 6TH STREET NW,20012.0,3,1,1.0,800000.0
NW,5419 7TH STREET NW,20011.0,4,1,1.0,455000.0
NW,625 JEFFERSON STREET NW,20011.0,3,2,1.0,724900.0
NW,505 ONEIDA PLACE NW,20011.0,4,3,1.0,676000.0
NW,641 GALLATIN STREET NW,20011.0,3,3,1.0,752000.0
NW,729 ROXBORO PLACE NW,20011.0,4,3,1.0,337000.0
NW,6217 8TH STREET NW,20011.0,3,2,2.0,415000.0
NW,727 MADISON STREET NW,20011.0,4,1,1.0,420000.0
NW,736 MARIETTA PLACE NW,20011.0,3,1,1.0,353000.0
NW,726 MARIETTA PLACE NW,20011.0,4,3,1.0,660000.0
NW,611 HAMILTON STREET NW,20011.0,2,1,1.0,535000.0
NW,639 HAMILTON STREET NW,20011.0,2,1,1.0,549900.0
NW,645 HAMILTON STREET NW,20011.0,3,1,1.0,700000.0
NW,509 FERN PLACE NW,20012.0,3,2,1.0,600000.0
NW,429 QUINCY STREET NW,20011.0,4,1,1.0,650000.0
NW,431 QUINCY STREET NW,20011.0,4,1,1.0,650000.0
NW,3816 4TH STREET NW,20011.0,4,2,1.0,610000.0
NW,3814 4TH STREET NW,20011.0,4,3,1.0,795000.0
NW,4703 KANSAS AVENUE NW,20011.0,3,2,1.0,670000.0
NW,4107 NEW HAMPSHIRE AVENUE NW,20011.0,3,1,1.0,600000.0
NW,504 BUCHANAN STREET NW,20011.0,3,2,1.0,640000.0
NW,634 FARRAGUT STREET NW,20011.0,3,3,2.0,683000.0
NW,620 FARRAGUT STREET NW,20011.0,2,1,1.0,776000.0
NW,616 DELAFIELD PLACE NW,20011.0,3,1,1.0,426000.0
NW,4702 5TH STREET NW,20011.0,3,1,1.0,835000.0
NW,438 DELAFIELD PLACE NW,20011.0,4,3,2.0,575000.0
NW,435 HAMILTON STREET NW,20011.0,3,1,1.0,740000.0
NW,424 INGRAHAM STREET NW,20011.0,3,2,1.0,461000.0
NW,4418 5TH STREET NW,20011.0,5,2,1.0,1160000.0
NW,4928 4TH STREET NW,20011.0,4,3,1.0,785000.0
NW,412 BUCHANAN STREET NW,20011.0,3,1,1.0,500000.0
NW,408 DELAFIELD PLACE NW,20011.0,4,3,1.0,659000.0
NW,409 MISSOURI AVENUE NW,20011.0,3,2,1.0,540000.0
NW,415 MISSOURI AVENUE NW,20011.0,4,3,1.0,570000.0
NW,417 MISSOURI AVENUE NW,20011.0,3,2,1.0,399999.0
NW,421 MISSOURI AVENUE NW,20011.0,8,3,3.0,380000.0
NW,5028 5TH STREET NW,20011.0,3,3,1.0,672500.0
NW,5022 5TH STREET NW,20011.0,3,3,1.0,670000.0
NW,411 FARRAGUT STREET NW,20011.0,4,3,1.0,770000.0
NW,5029 KANSAS AVENUE NW,20011.0,3,1,1.0,535000.0
NW,406 KENNEDY STREET NW,20011.0,8,4,4.0,800000.0
NW,426 LONGFELLOW STREET NW,20011.0,4,2,1.0,583000.0
NW,420 LONGFELLOW STREET NW,20011.0,4,2,1.0,632000.0
NW,416 LONGFELLOW STREET NW,20011.0,3,1,1.0,479000.0
NW,5520 4TH STREET NW,20011.0,3,2,1.0,550000.0
NW,406 SHEPHERD STREET NW,20011.0,3,2,1.0,690000.0
NW,4106 NEW HAMPSHIRE AVENUE NW,20011.0,3,1,1.0,530000.0
NW,435 ONEIDA PLACE NW,20011.0,3,1,1.0,520000.0
NW,4804 KANSAS AVENUE NW,20011.0,4,3,1.0,791000.0
NW,3920 ILLINOIS AVENUE NW,20011.0,3,3,2.0,785000.0
NW,4003 NEW HAMPSHIRE AVENUE NW,20011.0,2,1,1.0,480000.0
NW,414 INGRAHAM STREET NW,20011.0,3,2,1.0,550000.0
NW,5307 5TH STREET NW,20011.0,2,1,1.0,530000.0
NW,4840 KANSAS AVENUE NW,20011.0,3,1,1.0,400000.0
NW,309 WHITTIER STREET NW,20012.0,3,2,1.0,588000.0
NW,311 WHITTIER STREET NW,20012.0,3,2,1.0,615250.0
NW,5014 4TH STREET NW,20011.0,3,2,1.0,575000.0
NW,5516 4TH STREET NW,20011.0,3,1,1.0,460000.0
NW,5506 4TH STREET NW,20011.0,3,2,1.0,715000.0
NW,5500 4TH STREET NW,20011.0,3,2,2.0,735000.0
NW,429 KENNEDY STREET NW,20011.0,4,4,4.0,900000.0
NW,433 KENNEDY STREET NW,20011.0,4,4,1.0,940000.0
NW,436 EMERSON STREET NW,20011.0,4,3,1.0,725000.0
NW,424 EMERSON STREET NW,20011.0,3,1,1.0,530000.0
NW,415 MARIETTA PLACE NW,20011.0,4,3,1.0,300000.0
NW,417 MARIETTA PLACE NW,20011.0,3,1,1.0,472705.0
NW,330 ALLISON STREET NW,20011.0,3,3,1.0,736000.0
NW,5031 5TH STREET NW,20011.0,3,1,1.0,635000.0
NW,416 GALLATIN STREET NW,20011.0,3,2,1.0,425000.0
NW,404 QUACKENBOS STREET NW,20011.0,3,1,1.0,530000.0
NW,423 PEABODY STREET NW,20011.0,3,1,1.0,545000.0
NW,427 PEABODY STREET NW,20011.0,4,2,1.0,565000.0
NW,419 KENNEDY STREET NW,20011.0,4,4,4.0,825000.0
NW,434 LONGFELLOW STREET NW,20011.0,3,1,1.0,435000.0
NW,602 QUINTANA PLACE NW,20011.0,3,2,1.0,435000.0
NW,6422 7TH STREET NW,20012.0,3,1,1.0,413250.0
NW,6427 8TH STREET NW,20012.0,3,3,1.0,425000.0
NW,6423 8TH STREET NW,20012.0,3,1,1.0,499950.0
NW,6512 6TH STREET NW,20012.0,3,3,1.0,421000.0
NW,631 INGRAHAM STREET NW,20011.0,4,2,1.0,565000.0
NW,530 TAYLOR STREET NW,20011.0,3,2,1.0,725000.0
NW,524 TAYLOR STREET NW,20011.0,3,2,1.0,765000.0
NW,527 TUCKERMAN STREET NW,20011.0,4,2,1.0,500000.0
NW,604 HAMILTON STREET NW,20011.0,3,3,1.0,660000.0
NW,713 SHERIDAN STREET NW,20011.0,3,2,1.0,547000.0
NW,520 SHEPHERD STREET NW,20011.0,4,3,1.0,520000.0
NW,502 ONEIDA PLACE NW,20011.0,4,1,1.0,202970.0
NW,607 OGLETHORPE STREET NW,20011.0,4,2,1.0,599900.0
NW,509 ONEIDA PLACE NW,20011.0,5,3,1.0,700000.0
NW,20 R STREET NW,20001.0,5,3,2.0,955000.0
NW,6021 7TH PLACE NW,20011.0,3,2,1.0,547990.0
NW,7002 5TH STREET NW,20012.0,3,2,1.0,685000.0
NW,505 RANDOLPH STREET NW,20011.0,3,1,1.0,875000.0
NW,509 RANDOLPH STREET NW,20011.0,3,1,1.0,537500.0
NW,6519 7TH PLACE NW,20012.0,3,3,1.0,530000.0
NW,6023 8TH STREET NW,20011.0,3,2,1.0,570000.0
NW,730 RITTENHOUSE STREET NW,20011.0,4,2,1.0,670000.0
NW,725 FERN PLACE NW,20012.0,4,2,1.0,737000.0
NW,4322 3RD STREET NW,20011.0,3,1,1.0,250000.0
NW,418 HAMILTON STREET NW,20011.0,3,2,1.0,550000.0
NW,5209 5TH STREET NW,20011.0,3,1,1.0,619000.0
NW,454 DELAFIELD PLACE NW,20011.0,4,2,1.0,625000.0
NW,5930 4TH STREET NW,20011.0,4,3,1.0,665000.0
NW,5910 4TH STREET NW,20011.0,4,2,1.0,509999.0
NW,424 ONEIDA PLACE NW,20011.0,3,3,1.0,700000.0
NW,5117 3RD STREET NW,20011.0,3,2,1.0,466000.0
NW,221 GALLATIN STREET NW,20011.0,3,2,1.0,475000.0
NW,324 RITTENHOUSE STREET NW,20011.0,4,3,1.0,785000.0
NW,322 RITTENHOUSE STREET NW,20011.0,4,1,1.0,430000.0
NW,4416 NEW HAMPSHIRE AVENUE NW,20011.0,4,3,1.0,846000.0
NW,239 GALLATIN STREET NW,20011.0,3,2,1.0,550000.0
NW,26 VAN BUREN STREET NW,20012.0,4,1,1.0,465000.0
NW,541 QUINCY STREET NW,20011.0,3,1,1.0,380000.0
NW,505 QUINCY STREET NW,20011.0,4,4,2.0,975000.0
NW,2117 1ST STREET NW,20001.0,4,2,2.0,665907.0
NW,78 U STREET NW,20001.0,3,1,1.0,1349999.0
NW,27 RHODE ISLAND AVENUE NW,20001.0,5,3,2.0,979000.0
NW,2108 FLAGLER PLACE NW,20001.0,4,3,1.0,1235000.0
NW,2102 FLAGLER PLACE NW,20001.0,3,2,1.0,765000.0
NW,42 SEATON PLACE NW,20001.0,4,3,2.0,1240000.0
NW,70 SEATON PLACE NW,20001.0,6,4,2.0,920000.0
NW,22 SEATON PLACE NW,20001.0,5,2,2.0,900000.0
NW,4005 8TH STREET NW,20011.0,3,1,1.0,849000.0
NW,704 INGRAHAM STREET NW,20011.0,4,1,1.0,436000.0
NW,702 INGRAHAM STREET NW,20011.0,3,1,1.0,505000.0
NW,1840 NORTH CAPITOL STREET NW,20002.0,3,1,1.0,699900.0
NW,20 T STREET NW,20001.0,4,3,2.0,400000.0
NW,43 SEATON PLACE NW,20001.0,4,2,1.0,850000.0
NW,128 V STREET NW,20001.0,3,1,1.0,600000.0
NW,2017 FLAGLER PLACE NW,20001.0,3,1,1.0,665000.0
NW,716 QUINCY STREET NW,20011.0,3,1,1.0,680000.0
NW,5030 7TH PLACE NW,20011.0,3,1,1.0,708000.0
NW,3117 WARDER STREET NW,20010.0,3,1,1.0,740000.0
NW,45 W STREET NW,20001.0,5,3,1.0,1369900.0
NW,14 ADAMS STREET NW,20001.0,3,3,1.0,770000.0
NW,5002 7TH PLACE NW,20011.0,4,3,1.0,679000.0
NW,5013 8TH STREET NW,20011.0,3,1,1.0,680000.0
