QUADRANT,FULLADDRESS,ZIPCODE,BEDRM,BATHRM,KITCHENS,PRICE
NW,4450 DEERFIELD ROAD NW,20007.0,6,5,1.0,3450000.0
NW,4420 CHESTNUT LANE NW,20007.0,7,6,1.0,7000000.0
NW,4421 MACARTHUR BOULEVARD NW,20007.0,3,3,1.0,951000.0
NW,1604 32ND STREET NW,20007.0,2,1,1.0,1265000.0
NW,3727 WINFIELD LANE NW,20007.0,2,3,1.0,1219000.0
NW,3731 WINFIELD LANE NW,20007.0,4,3,1.0,1630000.0
NW,3745 WINFIELD LANE NW,20007.0,3,4,1.0,1595000.0
NW,4848 RESERVOIR ROAD NW,20007.0,3,2,1.0,700000.0
NW,5030 GARFIELD STREET NW,20016.0,4,3,1.0,1200000.0
NW,2816 NORTH GLADE STREET NW,20016.0,4,3,1.0,1000000.0
NW,2839 HURST TERRACE NW,20016.0,6,5,2.0,2415000.0
NW,4922 ASHBY STREET NW,20007.0,4,3,1.0,1250000.0
NW,4917 W STREET NW,20007.0,7,6,2.0,1660000.0
NW,3629 WINFIELD LANE NW,20007.0,6,6,1.0,1600000.0
NW,3651 WINFIELD LANE NW,20007.0,4,3,1.0,1455000.0
NW,2946 CHAIN BRIDGE ROAD NW,20016.0,5,4,1.0,3600000.0
NW,4401 GREENWICH PARKWAY NW,20007.0,6,4,2.0,1380000.0
NW,4576 INDIAN ROCK TERRACE NW,20007.0,4,3,1.0,1590000.0
NW,2226 KING PLACE NW,20007.0,3,2,1.0,1195000.0
NW,5309 CUSHING PLACE NW,20016.0,5,4,1.0,1570000.0
NW,3917 GEORGETOWN COURT NW,20007.0,3,3,1.0,1325000.0
NW,2320 40TH STREET NW,20007.0,4,4,4.0,1400000.0
NW,4611 KENMORE DRIVE NW,20007.0,4,2,1.0,1095000.0
NW,5234 SHERIER PLACE NW,20016.0,4,2,1.0,854700.0
NW,2170 DUNMORE LANE NW,20007.0,7,7,1.0,4200000.0
NW,2121 DUNMORE LANE NW,20007.0,8,7,1.0,5250000.0
NW,1904 FOXVIEW CIRCLE NW,20007.0,5,5,1.0,3201760.0
NW,4052 CHANCERY COURT NW,20007.0,3,3,1.0,1340000.0
NW,1411 RIDGEVIEW WAY NW,20007.0,2,4,1.0,1765000.0
NW,4515 POTOMAC AVENUE NW,20007.0,6,4,1.0,1990000.0
NW,4802 FOXHALL CRESCENT NW,20007.0,6,4,1.0,2054780.0
NW,3345 Q STREET NW,20007.0,4,4,1.0,2000000.0
NW,1909 FOXVIEW CIRCLE NW,20007.0,6,6,1.0,3850000.0
NW,4620 CHARLESTON TERRACE NW,20007.0,4,3,1.0,1125000.0
NW,4483 SALEM LANE NW,20007.0,4,3,2.0,1309000.0
NW,4628 KENMORE DRIVE NW,20007.0,4,4,1.0,1600000.0
NW,2221 46TH STREET NW,20007.0,4,3,1.0,1400000.0
NW,2205 46TH STREET NW,20007.0,4,3,1.0,1435000.0
NW,2700 FOXHALL ROAD NW,20007.0,4,4,1.0,1910000.0
NW,5017 V STREET NW,20007.0,2,2,1.0,775000.0
NW,2347 49TH STREET NW,20007.0,4,4,1.0,1425000.0
NW,2946 UNIVERSITY TERRACE NW,20016.0,6,6,1.0,3250000.0
NW,2939 ARIZONA AVENUE NW,20016.0,3,2,1.0,935000.0
NW,4447 Q STREET NW,20007.0,3,1,1.0,945050.0
NW,4675 KENMORE DRIVE NW,20007.0,5,5,1.0,2195000.0
NW,4654 CHARLESTON TERRACE NW,20007.0,3,3,1.0,1440000.0
NW,5240 SHERIER PLACE NW,20016.0,3,3,1.0,908000.0
NW,2303 CHAIN BRIDGE ROAD NW,20016.0,3,2,1.0,1190000.0
NW,2305 CHAIN BRIDGE ROAD NW,20016.0,4,3,1.0,2400000.0
NW,4009 MANSION DRIVE NW,20007.0,3,4,1.0,168000.0
NW,1825 47TH PLACE NW,20007.0,4,4,1.0,1535000.0
NW,4770 DEXTER STREET NW,20007.0,3,3,1.0,1053290.0
NW,4636 KENMORE DRIVE NW,20007.0,5,5,1.0,1760000.0
NW,5704 SHERIER PLACE NW,20016.0,2,2,1.0,1900000.0
NW,5741 SHERIER PLACE NW,20016.0,4,3,1.0,1325000.0
NW,5201 MACARTHUR TERRACE NW,20016.0,4,3,1.0,1150000.0
NW,5345 MACARTHUR BOULEVARD NW,20016.0,4,3,1.0,1275000.0
NW,4823 ALTON PLACE NW,20016.0,4,2,2.0,885000.0
NW,5024 KLINGLE STREET NW,20016.0,3,3,1.0,1277500.0
NW,4921 QUEBEC STREET NW,20016.0,6,6,1.0,3200000.0
NW,3714 UNIVERSITY AVENUE NW,20016.0,5,4,1.0,3100000.0
NW,4900 PALISADE LANE NW,20016.0,4,4,1.0,1425000.0
NW,5181 WATSON STREET NW,20016.0,7,7,1.0,2400000.0
NW,5282 LOUGHBORO ROAD NW,20016.0,5,5,1.0,950000.0
NW,4929 ROCKWOOD PARKWAY NW,20016.0,8,5,1.0,2600000.0
NW,4916 INDIAN LANE NW,20016.0,6,6,1.0,3300000.0
NW,3810 49TH STREET NW,20016.0,3,3,1.0,1189000.0
NW,3816 49TH STREET NW,20016.0,6,4,1.0,1800000.0
NW,4701 FULTON STREET NW,20007.0,7,5,1.0,1820000.0
NW,5116 LOWELL LANE NW,20016.0,6,4,1.0,2700000.0
NW,5047 KLINGLE STREET NW,20016.0,5,4,1.0,1475000.0
NW,4935 LOUGHBORO ROAD NW,20016.0,6,6,1.0,2575000.0
NW,4350 50TH STREET NW,20016.0,5,4,1.0,1725000.0
NW,3812 48TH STREET NW,20016.0,6,4,1.0,1995000.0
NW,3815 49TH STREET NW,20016.0,3,4,1.0,1250000.0
NW,4420 Q STREET NW,20007.0,5,3,1.0,1148000.0
NW,1550 44TH STREET NW,20007.0,4,3,1.0,944000.0
NW,1548 44TH STREET NW,20007.0,3,2,1.0,910000.0
NW,5106 YUMA STREET NW,20016.0,4,3,1.0,1380000.0
NW,5409 MACARTHUR BOULEVARD NW,20016.0,3,3,2.0,725000.0
NW,5805 POTOMAC AVENUE NW,20016.0,3,4,1.0,1610000.0
NW,5532 HAWTHORNE PLACE NW,20016.0,5,5,1.0,2777670.0
NW,4756 RESERVOIR ROAD NW,20007.0,3,1,1.0,1075000.0
NW,4741 RESERVOIR ROAD NW,20007.0,3,3,1.0,1147000.0
NW,4802 U STREET NW,20007.0,6,5,1.0,2697546.0
NW,4905 RODMAN STREET NW,20016.0,5,4,1.0,2570000.0
NW,4909 RODMAN STREET NW,20016.0,4,3,1.0,1295000.0
NW,3908 49TH STREET NW,20016.0,4,2,2.0,1500000.0
NW,2834 FOXHALL ROAD NW,20007.0,5,4,1.0,2225000.0
NW,5514 SHERIER PLACE NW,20016.0,5,4,1.0,2770000.0
NW,4838 ROCKWOOD PARKWAY NW,20016.0,6,5,1.0,3625000.0
NW,4829 LOUGHBORO ROAD NW,20016.0,6,4,1.0,1600000.0
NW,4911 LOUGHBORO ROAD NW,20016.0,10,6,1.0,2350000.0
NW,4926 SEDGWICK STREET NW,20016.0,5,4,1.0,1480000.0
NW,4929 TILDEN STREET NW,20016.0,5,3,1.0,1500000.0
NW,3929 HIGHWOOD COURT NW,20007.0,5,3,1.0,1580000.0
NW,5019 KLINGLE STREET NW,20016.0,5,5,1.0,2375000.0
NW,3813 47TH STREET NW,20016.0,3,2,1.0,838130.0
NW,5116 YUMA STREET NW,20016.0,4,3,1.0,1431000.0
NW,5137 YUMA STREET NW,20016.0,4,5,1.0,1450000.0
NW,5149 YUMA STREET NW,20016.0,5,5,1.0,1350000.0
NW,5839 SHERIER PLACE NW,20016.0,3,2,1.0,1125000.0
NW,5809 SHERIER PLACE NW,20016.0,5,3,2.0,1511000.0
NW,5835 SHERIER PLACE NW,20016.0,3,2,1.0,945300.0
NW,4404 VOLTA PLACE NW,20007.0,4,3,1.0,925000.0
NW,5038 VAN NESS STREET NW,20016.0,6,4,1.0,1550000.0
NW,5100 VAN NESS STREET NW,20016.0,6,6,2.0,1950000.0
NW,5117 UPTON STREET NW,20016.0,4,3,1.0,1340000.0
NW,4725 SEDGWICK STREET NW,20016.0,5,4,1.0,1900000.0
NW,5332 CAROLINA PLACE NW,20016.0,2,1,1.0,700000.0
NW,5304 DORSETT PLACE NW,20016.0,3,2,1.0,1000000.0
NW,5310 DORSETT PLACE NW,20016.0,6,6,1.0,2420000.0
NW,3953 52ND STREET NW,20016.0,7,6,1.0,4050000.0
NW,5120 UPTON STREET NW,20016.0,5,4,1.0,1599000.0
NW,5321 MACARTHUR BOULEVARD NW,20016.0,3,3,1.0,1000000.0
NW,2804 ARIZONA AVENUE NW,20016.0,3,2,1.0,1350000.0
NW,5528 MACARTHUR BOULEVARD NW,20016.0,5,4,1.0,1650000.0
NW,4610 49TH STREET NW,20016.0,3,2,1.0,1155000.0
NW,4107 FORDHAM ROAD NW,20016.0,3,3,1.0,2145000.0
NW,4208 49TH STREET NW,20016.0,4,2,1.0,1065000.0
NW,4849 BRANDYWINE STREET NW,20016.0,2,1,1.0,825000.0
NW,5620 SHERIER PLACE NW,20016.0,6,4,1.0,1925000.0
NW,5050 MILLWOOD LANE NW,20016.0,7,6,1.0,5200000.0
NW,3911 47TH STREET NW,20016.0,4,2,1.0,900000.0
NW,4620 TILDEN STREET NW,20016.0,3,2,1.0,775000.0
NW,4822 WOODWAY LANE NW,20016.0,5,4,1.0,1425000.0
NW,5109 MANNING PLACE NW,20016.0,4,2,1.0,1449000.0
NW,5170 TILDEN STREET NW,20016.0,6,5,1.0,2325000.0
NW,5071 SEDGWICK STREET NW,20016.0,6,5,1.0,1750000.0
NW,5100 TILDEN STREET NW,20016.0,6,5,1.0,2050000.0
NW,5123 TILDEN STREET NW,20016.0,5,4,1.0,1650000.0
NW,4054 52ND TERRACE NW,20016.0,5,4,1.0,2700000.0
NW,3825 52ND STREET NW,20016.0,5,5,1.0,2934314.0
NW,5015 MACOMB STREET NW,20016.0,4,3,1.0,1450000.0
NW,5126 PALISADE LANE NW,20016.0,6,5,1.0,2250000.0
NW,3812 FORDHAM ROAD NW,20016.0,4,3,1.0,1650000.0
NW,3750 FORDHAM ROAD NW,20016.0,5,4,1.0,2150000.0
NW,3730 FORDHAM ROAD NW,20016.0,6,4,1.0,2300000.0
NW,4211 48TH PLACE NW,20016.0,4,3,1.0,1057000.0
NW,4251 FORDHAM ROAD NW,20016.0,3,2,1.0,1139000.0
NW,4831 WESTERN AVENUE NW,20016.0,4,2,1.0,825000.0
NW,5126 CATHEDRAL AVENUE NW,20016.0,5,3,1.0,1280000.0
NW,5012 CATHEDRAL AVENUE NW,20016.0,3,2,1.0,885000.0
NW,5008 CATHEDRAL AVENUE NW,20016.0,3,2,1.0,881000.0
NW,2833 ARIZONA TERRACE NW,20016.0,4,3,1.0,1385000.0
NW,5425 MACOMB STREET NW,20016.0,5,6,1.0,2850000.0
NW,5407 MACOMB STREET NW,20016.0,5,2,1.0,1400000.0
NW,5315 MACOMB STREET NW,20016.0,4,2,1.0,1285000.0
NW,4918 ALBEMARLE STREET NW,20016.0,3,2,1.0,1040000.0
NW,4910 ALBEMARLE STREET NW,20016.0,3,2,1.0,989000.0
NW,5009 ALBEMARLE STREET NW,20016.0,4,3,2.0,1095000.0
NW,4923 HILLBROOK LANE NW,20016.0,5,3,1.0,2200000.0
NW,5225 PARTRIDGE LANE NW,20016.0,7,5,1.0,2040000.0
NW,5025 LOWELL STREET NW,20016.0,5,5,1.0,3975000.0
NW,5103 CATHEDRAL AVENUE NW,20016.0,5,5,1.0,2375000.0
NW,3045 UNIVERSITY TERRACE NW,20016.0,3,2,1.0,1200000.0
NW,4965 GLENBROOK ROAD NW,20016.0,7,5,2.0,2600000.0
NW,5033 GLENBROOK TERRACE NW,20016.0,5,5,1.0,2865000.0
NW,5014 GLENBROOK TERRACE NW,20016.0,5,4,1.0,1850000.0
NW,5142 KLINGLE STREET NW,20016.0,5,3,1.0,1208000.0
NW,5058 SEDGWICK STREET NW,20016.0,4,3,1.0,2000000.0
NW,5063 OVERLOOK ROAD NW,20016.0,6,5,1.0,3770000.0
NW,5432 CAROLINA PLACE NW,20016.0,3,2,1.0,1179000.0
NW,5111 52ND COURT NW,20016.0,5,4,1.0,1700000.0
NW,4821 UPTON STREET NW,20016.0,5,4,1.0,1260000.0
NW,4323 GARFIELD STREET NW,20007.0,7,6,1.0,2450000.0
NW,4436 45TH STREET NW,20016.0,4,3,1.0,1126000.0
NW,4621 42ND STREET NW,20016.0,3,1,1.0,850000.0
NW,4220 43RD STREET NW,20016.0,4,3,1.0,1377000.0
NW,4416 WINDOM PLACE NW,20016.0,4,3,2.0,962000.0
NW,4119 45TH STREET NW,20016.0,3,3,1.0,1260000.0
NW,4337 YUMA STREET NW,20016.0,4,1,1.0,870000.0
NW,4611 ALTON PLACE NW,20016.0,3,3,1.0,1200000.0
NW,4624 VAN NESS STREET NW,20016.0,3,2,1.0,932000.0
NW,4631 MASSACHUSETTS AVENUE NW,20016.0,6,4,2.0,1225000.0
NW,4100 FESSENDEN STREET NW,20016.0,3,2,1.0,835000.0
NW,4534 ALBEMARLE STREET NW,20016.0,3,2,1.0,942000.0
NW,4543 ALTON PLACE NW,20016.0,5,3,1.0,1385000.0
NW,4506 BUTTERWORTH PLACE NW,20016.0,5,4,1.0,1164500.0
NW,4911 46TH STREET NW,20016.0,5,4,1.0,1395000.0
NW,4509 RIVER ROAD NW,20016.0,5,4,2.0,1190000.0
NW,2964 UNIVERSITY TERRACE NW,20016.0,4,4,1.0,2800000.0
NW,5121 45TH STREET NW,20016.0,4,4,2.0,1695000.0
NW,5123 45TH STREET NW,20016.0,3,1,1.0,845500.0
NW,4530 BRANDYWINE STREET NW,20016.0,3,2,1.0,1101000.0
NW,4423 ALBEMARLE STREET NW,20016.0,3,2,1.0,1140000.0
NW,4451 SPRINGDALE STREET NW,20016.0,4,2,1.0,1038000.0
NW,4854 LOUGHBORO ROAD NW,20016.0,3,3,1.0,1025000.0
NW,2950 CHAIN BRIDGE ROAD NW,20016.0,5,6,1.0,3895000.0
NW,2970 CHAIN BRIDGE ROAD NW,20016.0,6,7,1.0,3300000.0
NW,4534 VAN NESS STREET NW,20016.0,5,2,1.0,930000.0
NW,4373 WESTOVER PLACE NW,20016.0,3,2,1.0,1130000.0
NW,2922 GLOVER DRIVE NW,20016.0,6,5,1.0,3500000.0
NW,4525 KLINGLE STREET NW,20016.0,6,5,1.0,2450000.0
NW,4539 43RD PLACE NW,20016.0,5,3,1.0,1372000.0
NW,4304 BRANDYWINE STREET NW,20016.0,4,3,1.0,1400000.0
NW,4633 ELLICOTT STREET NW,20016.0,3,2,1.0,875000.0
NW,4717 45TH STREET NW,20016.0,4,3,1.0,862506.0
NW,4332 HAWTHORNE STREET NW,20016.0,4,3,1.0,264795.0
NW,4314 CATHEDRAL AVENUE NW,20016.0,7,4,1.0,1800000.0
NW,4619 ALTON PLACE NW,20016.0,3,3,1.0,1142500.0
NW,4816 46TH STREET NW,20016.0,4,3,1.0,950000.0
NW,4202 EMBASSY PARK DRIVE NW,20016.0,2,3,1.0,818000.0
NW,5016 45TH STREET NW,20016.0,3,3,1.0,998000.0
NW,5120 45TH STREET NW,20016.0,2,2,1.0,855000.0
NW,4611 RIVER ROAD NW,20016.0,4,2,1.0,850000.0
NW,4234 47TH STREET NW,20016.0,3,2,1.0,1025000.0
NW,4437 45TH STREET NW,20016.0,4,2,1.0,1130000.0
NW,4450 ALTON PLACE NW,20016.0,3,2,1.0,889000.0
NW,4438 SPRINGDALE STREET NW,20016.0,3,3,1.0,1125000.0
NW,4418 SPRINGDALE STREET NW,20016.0,4,3,1.0,1090000.0
NW,4400 KLINGLE STREET NW,20016.0,6,6,1.0,1384886.0
NW,4408 KLINGLE STREET NW,20016.0,5,4,1.0,1785000.0
NW,4301 48TH STREET NW,20016.0,4,2,1.0,1090000.0
NW,4533 VERPLANCK PLACE NW,20016.0,3,2,1.0,940000.0
NW,4322 WESTOVER PLACE NW,20016.0,3,2,1.0,1020000.0
NW,4368 WESTOVER PLACE NW,20016.0,3,3,1.0,980000.0
NW,3014 NEW MEXICO AVENUE NW,20016.0,4,3,1.0,1319000.0
NW,4534 KLINGLE STREET NW,20016.0,4,3,1.0,1665000.0
NW,4550 KLINGLE STREET NW,20016.0,3,3,1.0,1799000.0
NW,3010 44TH PLACE NW,20016.0,4,3,1.0,1424000.0
NW,3018 44TH PLACE NW,20016.0,4,5,1.0,2950000.0
NW,4633 WINDOM PLACE NW,20016.0,3,2,1.0,347583.0
NW,4324 46TH STREET NW,20016.0,3,2,1.0,850000.0
NW,4330 46TH STREET NW,20016.0,3,3,2.0,1089000.0
NW,4721 47TH STREET NW,20016.0,4,3,2.0,1244500.0
NW,4436 BURLINGTON PLACE NW,20016.0,4,2,1.0,905000.0
NW,3224 45TH STREET NW,20016.0,4,4,1.0,1315000.0
NW,4432 FARADAY PLACE NW,20016.0,4,3,1.0,1152000.0
NW,4705 46TH STREET NW,20016.0,3,3,1.0,1069000.0
NW,4444 ALTON PLACE NW,20016.0,3,2,1.0,981000.0
NW,4509 HARRISON STREET NW,20015.0,4,2,2.0,875000.0
NW,4432 SEDGWICK STREET NW,20016.0,3,2,1.0,998000.0
NW,4702 YUMA STREET NW,20016.0,4,3,1.0,1381000.0
NW,4716 ALTON PLACE NW,20016.0,5,3,1.0,1535000.0
NW,4712 ALTON PLACE NW,20016.0,3,3,1.0,1157500.0
NW,4704 ALTON PLACE NW,20016.0,5,4,1.0,1050000.0
NW,4701 ALTON PLACE NW,20016.0,5,4,1.0,1400000.0
NW,4425 FARADAY PLACE NW,20016.0,3,2,1.0,835000.0
NW,4327 WESTOVER PLACE NW,20016.0,3,2,1.0,985000.0
NW,3006 45TH STREET NW,20016.0,7,4,1.0,3075000.0
NW,4500 CATHEDRAL AVENUE NW,20016.0,6,5,1.0,1997500.0
NW,4309 46TH STREET NW,20016.0,4,3,1.0,1280000.0
NW,4535 WINDOM PLACE NW,20016.0,4,3,1.0,1395000.0
NW,4343 WINDOM PLACE NW,20016.0,4,2,1.0,885000.0
NW,4321 YUMA STREET NW,20016.0,4,2,2.0,1002000.0
NW,4728 ELLICOTT STREET NW,20016.0,3,1,1.0,200000.0
NW,4631 BRANDYWINE STREET NW,20016.0,2,3,1.0,1250000.0
NW,4416 BRANDYWINE STREET NW,20016.0,3,1,1.0,989000.0
NW,4412 BUTTERWORTH PLACE NW,20016.0,4,2,1.0,998500.0
NW,3227 45TH STREET NW,20016.0,5,3,1.0,1375000.0
NW,4650 WARREN STREET NW,20016.0,5,4,1.0,1483000.0
NW,4600 WARREN STREET NW,20016.0,4,4,2.0,1481200.0
NW,4515 DAVENPORT STREET NW,20016.0,3,4,1.0,1250000.0
NW,4824 45TH STREET NW,20016.0,3,2,1.0,989000.0
NW,4433 LOWELL STREET NW,20016.0,6,4,1.0,2295000.0
NW,4709 YUMA STREET NW,20016.0,3,2,1.0,1065000.0
NW,4725 YUMA STREET NW,20016.0,3,3,1.0,1144000.0
NW,4418 FESSENDEN STREET NW,20016.0,4,4,1.0,1720000.0
NW,4916 44TH STREET NW,20016.0,4,2,1.0,800000.0
NW,4401 RIVER ROAD NW,20016.0,3,2,1.0,895000.0
NW,4420 WINDOM PLACE NW,20016.0,4,2,1.0,995000.0
NW,4429 GARRISON STREET NW,20016.0,3,3,2.0,885000.0
NW,4408 WESTOVER PLACE NW,20016.0,3,3,1.0,1150000.0
NW,4409 46TH STREET NW,20016.0,3,3,1.0,900000.0
NW,3801 MILITARY ROAD NW,20015.0,5,3,1.0,962500.0
NW,3741 MILITARY ROAD NW,20015.0,4,2,1.0,721600.0
NW,5425 39TH STREET NW,20015.0,5,3,1.0,1000000.0
NW,3830 LIVINGSTON STREET NW,20015.0,4,3,1.0,1475000.0
NW,3815 WARREN STREET NW,20016.0,3,3,1.0,1153000.0
NW,3801 WINDOM PLACE NW,20016.0,3,2,1.0,1150000.0
NW,3821 WINDOM PLACE NW,20016.0,3,3,1.0,1266000.0
NW,3321 IDAHO AVENUE NW,20016.0,2,2,1.0,905500.0
NW,3307 IDAHO AVENUE NW,20016.0,3,2,1.0,844000.0
NW,3903 MORRISON STREET NW,20015.0,5,4,1.0,1515000.0
NW,4624 43RD PLACE NW,20016.0,3,1,1.0,850000.0
NW,4339 HARRISON STREET NW,20015.0,4,4,4.0,1900000.0
NW,3938 HARRISON STREET NW,20015.0,4,3,1.0,1275000.0
NW,5035 41ST STREET NW,20016.0,3,2,1.0,965000.0
NW,3952 GARRISON STREET NW,20016.0,4,3,1.0,1185000.0
NW,3900 MILITARY ROAD NW,20015.0,3,2,1.0,312204.0
NW,3926 MORRISON STREET NW,20015.0,5,3,1.0,1099000.0
NW,4307 CHESAPEAKE STREET NW,20016.0,3,1,1.0,820000.0
NW,3910 GARRISON STREET NW,20016.0,4,3,1.0,1585000.0
NW,3808 GARRISON STREET NW,20016.0,4,2,1.0,1430000.0
NW,4225 43RD STREET NW,20016.0,5,3,1.0,1211000.0
NW,4210 42ND STREET NW,20016.0,4,3,1.0,1650000.0
NW,2448 39TH STREET NW,20007.0,5,3,2.0,1140000.0
NW,4112 EMERY PLACE NW,20016.0,3,2,1.0,951350.0
NW,4124 FESSENDEN STREET NW,20016.0,4,2,1.0,1166760.0
NW,3915 W STREET NW,20007.0,4,4,4.0,1172500.0
NW,2213 39TH PLACE NW,20007.0,3,2,2.0,789000.0
NW,2215 39TH PLACE NW,20007.0,3,2,1.0,795000.0
NW,2716 38TH STREET NW,20007.0,4,3,1.0,1150000.0
NW,5316 41ST STREET NW,20015.0,3,2,1.0,806000.0
NW,3924 MACOMB STREET NW,20016.0,5,3,1.0,1175000.0
NW,5121 42ND STREET NW,20016.0,4,3,1.0,1145000.0
NW,5346 43RD STREET NW,20015.0,3,2,1.0,1140000.0
NW,3807 VAN NESS STREET NW,20016.0,4,3,1.0,1100250.0
NW,4330 RIVER ROAD NW,20016.0,3,2,1.0,900000.0
NW,4336 ELLICOTT STREET NW,20016.0,4,3,1.0,1050000.0
NW,4020 GARRISON STREET NW,20016.0,3,1,1.0,963000.0
NW,4931 41ST STREET NW,20016.0,3,2,1.0,1000000.0
NW,4241 HAWTHORNE STREET NW,20016.0,3,2,1.0,1200000.0
NW,3922 LIVINGSTON STREET NW,20015.0,4,2,1.0,981000.0
NW,4231 42ND STREET NW,20016.0,6,5,1.0,2200000.0
NW,4200 CHESAPEAKE STREET NW,20016.0,3,3,1.0,972500.0
NW,4614 42ND STREET NW,20016.0,3,2,1.0,952500.0
NW,2815 BELLEVUE TERRACE NW,20007.0,4,3,1.0,1000000.0
NW,2817 39TH STREET NW,20007.0,8,4,1.0,1300000.0
NW,2820 BELLEVUE TERRACE NW,20007.0,4,1,1.0,1150000.0
NW,4118 LEGATION STREET NW,20015.0,2,2,1.0,810000.0
NW,5408 41ST STREET NW,20015.0,4,4,1.0,1900000.0
NW,3915 WATSON PLACE NW,20016.0,4,3,1.0,1365000.0
NW,4111 INGOMAR STREET NW,20015.0,4,3,1.0,1540000.0
NW,4114 JENIFER STREET NW,20015.0,3,1,1.0,799000.0
NW,4209 JENIFER STREET NW,20015.0,4,3,1.0,560000.0
NW,4233 JENIFER STREET NW,20015.0,3,2,1.0,650000.0
NW,4814 NEBRASKA AVENUE NW,20016.0,4,2,2.0,740000.0
NW,3812 BRANDYWINE STREET NW,20016.0,3,2,1.0,757000.0
NW,5015 38TH STREET NW,20016.0,6,4,1.0,2050000.0
NW,3815 VEAZEY STREET NW,20016.0,4,3,1.0,989000.0
NW,3936 LIVINGSTON STREET NW,20015.0,3,2,1.0,1123000.0
NW,4308 ELLICOTT STREET NW,20016.0,4,2,1.0,975000.0
NW,4304 ELLICOTT STREET NW,20016.0,3,1,1.0,915000.0
NW,4818 43RD STREET NW,20016.0,5,3,1.0,1300000.0
NW,4816 43RD STREET NW,20016.0,5,3,1.0,1300000.0
NW,4322 FESSENDEN STREET NW,20016.0,5,4,2.0,1685000.0
NW,3916 HUNTINGTON STREET NW,20015.0,5,3,1.0,1125000.0
NW,3714 MASSACHUSETTS AVENUE NW,20016.0,3,3,1.0,1172500.0
NW,3643 TILDEN STREET NW,20008.0,6,3,1.0,2100000.0
NW,3654 UPTON STREET NW,20008.0,6,4,1.0,1705000.0
NW,4617 43RD STREET NW,20016.0,3,1,1.0,829177.0
NW,4200 RIVER ROAD NW,20016.0,5,4,1.0,1050000.0
NW,2647 41ST STREET NW,20007.0,4,4,4.0,1049000.0
NW,2418 39TH STREET NW,20007.0,3,3,2.0,1155000.0
NW,3819 GARFIELD STREET NW,20007.0,3,3,1.0,1252500.0
NW,5346 42ND PLACE NW,20015.0,2,2,1.0,863500.0
NW,3552 QUEBEC STREET NW,20016.0,3,2,1.0,1065000.0
NW,3814 LEGATION STREET NW,20015.0,3,2,1.0,970000.0
NW,3835 MILITARY ROAD NW,20015.0,4,3,1.0,970000.0
NW,3837 MILITARY ROAD NW,20015.0,4,2,1.0,891500.0
NW,3925 BENTON STREET NW,20007.0,3,3,1.0,938200.0
NW,4220 38TH STREET NW,20016.0,4,3,1.0,1155000.0
NW,4218 38TH STREET NW,20016.0,4,2,1.0,1025000.0
NW,3903 ALBEMARLE STREET NW,20016.0,4,4,1.0,1525000.0
NW,4916 43RD STREET NW,20016.0,3,1,1.0,803000.0
NW,3110 38TH STREET NW,20016.0,3,1,1.0,875000.0
NW,3843 MASSACHUSETTS AVENUE NW,20016.0,5,4,1.0,2075000.0
NW,4000 HARRISON STREET NW,20015.0,3,2,1.0,1185000.0
NW,3941 GARRISON STREET NW,20016.0,6,6,2.0,1712500.0
NW,4551 GRANT ROAD NW,20016.0,2,2,1.0,950101.0
NW,4522 38TH STREET NW,20016.0,4,3,1.0,1050000.0
NW,3914 MCKINLEY STREET NW,20015.0,4,2,1.0,1050000.0
NW,3940 MCKINLEY STREET NW,20015.0,5,5,1.0,1010000.0
NW,3529 QUEBEC STREET NW,20016.0,3,3,1.0,1225000.0
NW,3704 35TH STREET NW,20016.0,3,2,1.0,1050000.0
NW,5333 42ND STREET NW,20015.0,4,3,1.0,936300.0
NW,5337 42ND STREET NW,20015.0,4,2,1.0,950000.0
NW,4203 HARRISON STREET NW,20015.0,3,2,1.0,925000.0
NW,3031 RODMAN STREET NW,20008.0,4,1,1.0,780000.0
NW,3009 RODMAN STREET NW,20008.0,3,1,1.0,340000.0
NW,3729 MCKINLEY STREET NW,20015.0,6,3,1.0,1340000.0
NW,3712 ALBEMARLE STREET NW,20016.0,5,4,1.0,1350000.0
NW,3710 WARREN STREET NW,20016.0,3,5,1.0,1350000.0
NW,3361 STUYVESANT PLACE NW,20015.0,4,3,1.0,1200000.0
NW,3673 UPTON STREET NW,20008.0,5,4,1.0,1738750.0
NW,3624 JENIFER STREET NW,20015.0,3,3,1.0,1020000.0
NW,3611 INGOMAR PLACE NW,20015.0,3,3,1.0,849000.0
NW,5242 NEBRASKA AVENUE NW,20015.0,5,3,2.0,880000.0
NW,3530 SPRINGLAND LANE NW,20008.0,6,5,1.0,3995000.0
NW,3725 HUNTINGTON STREET NW,20015.0,5,4,1.0,1887500.0
NW,3718 INGOMAR STREET NW,20015.0,5,3,1.0,1400000.0
NW,4737 36TH STREET NW,20008.0,4,4,1.0,1585000.0
NW,4318 36TH STREET NW,20008.0,4,3,1.0,1100000.0
NW,3734 NORTHAMPTON STREET NW,20015.0,5,4,1.0,1850000.0
NW,4105 38TH STREET NW,20016.0,4,3,1.0,1300000.0
NW,3724 VAN NESS STREET NW,20016.0,3,2,1.0,975000.0
NW,3718 VAN NESS STREET NW,20016.0,3,2,1.0,965000.0
NW,3609 CUMBERLAND STREET NW,20008.0,5,4,2.0,1200000.0
NW,3736 KANAWHA STREET NW,20015.0,5,3,1.0,1075000.0
